X,HGL
113.52,0.742298
113.53,0.742309
113.54,0.742319
113.55,0.742329
113.56,0.742339
113.57,0.74235
113.58,0.74236
113.59,0.74237
113.6,0.74238
113.61,0.742391
113.62,0.742401
113.63,0.742411
113.64,0.742421
113.65,0.742432
113.66,0.742442
113.67,0.742452
113.68,0.742463
113.69,0.742473
113.7,0.742483
113.71,0.742493
113.72,0.742504
113.73,0.742514
113.74,0.742524
113.75,0.742535
113.76,0.742545
113.77,0.742555
113.78,0.742565
113.79,0.742576
113.8,0.742586
113.81,0.742596
113.82,0.742607
113.83,0.742617
113.84,0.742627
113.85,0.742638
113.86,0.742648
113.87,0.742658
113.88,0.742668
113.89,0.742679
113.9,0.742689
113.91,0.742699
113.92,0.74271
113.93,0.74272
113.94,0.74273
113.95,0.742741
113.96,0.742751
113.97,0.742761
113.98,0.742772
113.99,0.742782
114,0.742792
114.01,0.742803
114.02,0.742813
114.03,0.742823
114.04,0.742834
114.05,0.742844
114.06,0.742854
114.07,0.742865
114.08,0.742875
114.09,0.742885
114.1,0.742896
114.11,0.742906
114.12,0.742917
114.13,0.742927
114.14,0.742937
114.15,0.742948
114.16,0.742958
114.17,0.742968
114.18,0.742979
114.19,0.742989
114.2,0.742999
114.21,0.74301
114.22,0.74302
114.23,0.743031
114.24,0.743041
114.25,0.743051
114.26,0.743062
114.27,0.743072
114.28,0.743082
114.29,0.743093
114.3,0.743103
114.31,0.743114
114.32,0.743124
114.33,0.743134
114.34,0.743145
114.35,0.743155
114.36,0.743166
114.37,0.743176
114.38,0.743186
114.39,0.743197
114.4,0.743207
114.41,0.743218
114.42,0.743228
114.43,0.743238
114.44,0.743249
114.45,0.743259
114.46,0.74327
114.47,0.74328
114.48,0.743291
114.49,0.743301
114.5,0.743311
114.51,0.743322
114.52,0.743332
114.53,0.743343
114.54,0.743353
114.55,0.743364
114.56,0.743374
114.57,0.743384
114.58,0.743395
114.59,0.743405
114.6,0.743416
114.61,0.743426
114.62,0.743437
114.63,0.743447
114.64,0.743458
114.65,0.743468
114.66,0.743479
114.67,0.743489
114.68,0.743499
114.69,0.74351
114.7,0.74352
114.71,0.743531
114.72,0.743541
114.73,0.743552
114.74,0.743562
114.75,0.743573
114.76,0.743583
114.77,0.743594
114.78,0.743604
114.79,0.743615
114.8,0.743625
114.81,0.743636
114.82,0.743646
114.83,0.743657
114.84,0.743667
114.85,0.743678
114.86,0.743688
114.87,0.743699
114.88,0.743709
114.89,0.74372
114.9,0.74373
114.91,0.743741
114.92,0.743751
114.93,0.743762
114.94,0.743772
114.95,0.743783
114.96,0.743793
114.97,0.743804
114.98,0.743814
114.99,0.743825
115,0.743835
115.01,0.743846
115.02,0.743856
115.03,0.743867
115.04,0.743877
115.05,0.743888
115.06,0.743898
115.07,0.743909
115.08,0.743919
115.09,0.74393
115.1,0.74394
115.11,0.743951
115.12,0.743962
115.13,0.743972
115.14,0.743983
115.15,0.743993
115.16,0.744004
115.17,0.744014
115.18,0.744025
115.19,0.744035
115.2,0.744046
115.21,0.744057
115.22,0.744067
115.23,0.744078
115.24,0.744088
115.25,0.744099
115.26,0.744109
115.27,0.74412
115.28,0.744131
115.29,0.744141
115.3,0.744152
115.31,0.744162
115.32,0.744173
115.33,0.744183
115.34,0.744194
115.35,0.744205
115.36,0.744215
115.37,0.744226
115.38,0.744236
115.39,0.744247
115.4,0.744258
115.41,0.744268
115.42,0.744279
115.43,0.744289
115.44,0.7443
115.45,0.744311
115.46,0.744321
115.47,0.744332
115.48,0.744342
115.49,0.744353
115.5,0.744364
115.51,0.744374
115.52,0.744385
115.53,0.744396
115.54,0.744406
115.55,0.744417
115.56,0.744427
115.57,0.744438
115.58,0.744449
115.59,0.744459
115.6,0.74447
115.61,0.744481
115.62,0.744491
115.63,0.744502
115.64,0.744513
115.65,0.744523
115.66,0.744534
115.67,0.744544
115.68,0.744555
115.69,0.744566
115.7,0.744576
115.71,0.744587
115.72,0.744598
115.73,0.744608
115.74,0.744619
115.75,0.74463
115.76,0.74464
115.77,0.744651
115.78,0.744662
115.79,0.744672
115.8,0.744683
115.81,0.744694
115.82,0.744704
115.83,0.744715
115.84,0.744726
115.85,0.744736
115.86,0.744747
115.87,0.744758
115.88,0.744769
115.89,0.744779
115.9,0.74479
115.91,0.744801
115.92,0.744811
115.93,0.744822
115.94,0.744833
115.95,0.744843
115.96,0.744854
115.97,0.744865
115.98,0.744876
115.99,0.744886
116,0.744897
116.01,0.744908
116.02,0.744918
116.03,0.744929
116.04,0.74494
116.05,0.744951
116.06,0.744961
116.07,0.744972
116.08,0.744983
116.09,0.744994
116.1,0.745004
116.11,0.745015
116.12,0.745026
116.13,0.745036
116.14,0.745047
116.15,0.745058
116.16,0.745069
116.17,0.745079
116.18,0.74509
116.19,0.745101
116.2,0.745112
116.21,0.745122
116.22,0.745133
116.23,0.745144
116.24,0.745155
116.25,0.745165
116.26,0.745176
116.27,0.745187
116.28,0.745198
116.29,0.745209
116.3,0.745219
116.31,0.74523
116.32,0.745241
116.33,0.745252
116.34,0.745262
116.35,0.745273
116.36,0.745284
116.37,0.745295
116.38,0.745306
116.39,0.745316
116.4,0.745327
116.41,0.745338
116.42,0.745349
116.43,0.74536
116.44,0.74537
116.45,0.745381
116.46,0.745392
116.47,0.745403
116.48,0.745414
116.49,0.745424
116.5,0.745435
116.51,0.745446
116.52,0.745457
116.53,0.745468
116.54,0.745478
116.55,0.745489
116.56,0.7455
116.57,0.745511
116.58,0.745522
116.59,0.745533
116.6,0.745543
116.61,0.745554
116.62,0.745565
116.63,0.745576
116.64,0.745587
116.65,0.745598
116.66,0.745609
116.67,0.745619
116.68,0.74563
116.69,0.745641
116.7,0.745652
116.71,0.745663
116.72,0.745674
116.73,0.745684
116.74,0.745695
116.75,0.745706
116.76,0.745717
116.77,0.745728
116.78,0.745739
116.79,0.74575
116.8,0.745761
116.81,0.745771
116.82,0.745782
116.83,0.745793
116.84,0.745804
116.85,0.745815
116.86,0.745826
116.87,0.745837
116.88,0.745848
116.89,0.745859
116.9,0.745869
116.91,0.74588
116.92,0.745891
116.93,0.745902
116.94,0.745913
116.95,0.745924
116.96,0.745935
116.97,0.745946
116.98,0.745957
116.99,0.745968
117,0.745978
117.01,0.745989
117.02,0.746
117.03,0.746011
117.04,0.746022
117.05,0.746033
117.06,0.746044
117.07,0.746055
117.08,0.746066
117.09,0.746077
117.1,0.746088
117.11,0.746099
117.12,0.74611
117.13,0.746121
117.14,0.746131
117.15,0.746142
117.16,0.746153
117.17,0.746164
117.18,0.746175
117.19,0.746186
117.2,0.746197
117.21,0.746208
117.22,0.746219
117.23,0.74623
117.24,0.746241
117.25,0.746252
117.26,0.746263
117.27,0.746274
117.28,0.746285
117.29,0.746296
117.3,0.746307
117.31,0.746318
117.32,0.746329
117.33,0.74634
117.34,0.746351
117.35,0.746362
117.36,0.746373
117.37,0.746384
117.38,0.746395
117.39,0.746406
117.4,0.746417
117.41,0.746428
117.42,0.746439
117.43,0.74645
117.44,0.746461
117.45,0.746472
117.46,0.746483
117.47,0.746494
117.48,0.746505
117.49,0.746516
117.5,0.746527
117.51,0.746538
117.52,0.746549
117.53,0.74656
117.54,0.746571
117.55,0.746582
117.56,0.746593
117.57,0.746604
117.58,0.746615
117.59,0.746626
117.6,0.746637
117.61,0.746648
117.62,0.746659
117.63,0.74667
117.64,0.746681
117.65,0.746692
117.66,0.746703
117.67,0.746714
117.68,0.746725
117.69,0.746736
117.7,0.746747
117.71,0.746759
117.72,0.74677
117.73,0.746781
117.74,0.746792
117.75,0.746803
117.76,0.746814
117.77,0.746825
117.78,0.746836
117.79,0.746847
117.8,0.746858
117.81,0.746869
117.82,0.74688
117.83,0.746891
117.84,0.746903
117.85,0.746914
117.86,0.746925
117.87,0.746936
117.88,0.746947
117.89,0.746958
117.9,0.746969
117.91,0.74698
117.92,0.746991
117.93,0.747002
117.94,0.747014
117.95,0.747025
117.96,0.747036
117.97,0.747047
117.98,0.747058
117.99,0.747069
118,0.74708
118.01,0.747091
118.02,0.747102
118.03,0.747114
118.04,0.747125
118.05,0.747136
118.06,0.747147
118.07,0.747158
118.08,0.747169
118.09,0.74718
118.1,0.747192
118.11,0.747203
118.12,0.747214
118.13,0.747225
118.14,0.747236
118.15,0.747247
118.16,0.747258
118.17,0.74727
118.18,0.747281
118.19,0.747292
118.2,0.747303
118.21,0.747314
118.22,0.747325
118.23,0.747337
118.24,0.747348
118.25,0.747359
118.26,0.74737
118.27,0.747381
118.28,0.747392
118.29,0.747404
118.3,0.747415
118.31,0.747426
118.32,0.747437
118.33,0.747448
118.34,0.74746
118.35,0.747471
118.36,0.747482
118.37,0.747493
118.38,0.747504
118.39,0.747516
118.4,0.747527
118.41,0.747538
118.42,0.747549
118.43,0.74756
118.44,0.747572
118.45,0.747583
118.46,0.747594
118.47,0.747605
118.48,0.747616
118.49,0.747628
118.5,0.747639
118.51,0.74765
118.52,0.747661
118.53,0.747673
118.54,0.747684
118.55,0.747695
118.56,0.747706
118.57,0.747718
118.58,0.747729
118.59,0.74774
118.6,0.747751
118.61,0.747763
118.62,0.747774
118.63,0.747785
118.64,0.747796
118.65,0.747808
118.66,0.747819
118.67,0.74783
118.68,0.747841
118.69,0.747853
118.7,0.747864
118.71,0.747875
118.72,0.747886
118.73,0.747898
118.74,0.747909
118.75,0.74792
118.76,0.747932
118.77,0.747943
118.78,0.747954
118.79,0.747965
118.8,0.747977
118.81,0.747988
118.82,0.747999
118.83,0.748011
118.84,0.748022
118.85,0.748033
118.86,0.748044
118.87,0.748056
118.88,0.748067
118.89,0.748078
118.9,0.74809
118.91,0.748101
118.92,0.748112
118.93,0.748124
118.94,0.748135
118.95,0.748146
118.96,0.748158
118.97,0.748169
118.98,0.74818
118.99,0.748192
119,0.748203
119.01,0.748214
119.02,0.748226
119.03,0.748237
119.04,0.748248
119.05,0.74826
119.06,0.748271
119.07,0.748282
119.08,0.748294
119.09,0.748305
119.1,0.748316
119.11,0.748328
119.12,0.748339
119.13,0.74835
119.14,0.748362
119.15,0.748373
119.16,0.748385
119.17,0.748396
119.18,0.748407
119.19,0.748419
119.2,0.74843
119.21,0.748441
119.22,0.748453
119.23,0.748464
119.24,0.748476
119.25,0.748487
119.26,0.748498
119.27,0.74851
119.28,0.748521
119.29,0.748533
119.3,0.748544
119.31,0.748555
119.32,0.748567
119.33,0.748578
119.34,0.74859
119.35,0.748601
119.36,0.748612
119.37,0.748624
119.38,0.748635
119.39,0.748647
119.4,0.748658
119.41,0.748669
119.42,0.748681
119.43,0.748692
119.44,0.748704
119.45,0.748715
119.46,0.748727
119.47,0.748738
119.48,0.74875
119.49,0.748761
119.5,0.748772
119.51,0.748784
119.52,0.748795
119.53,0.748807
119.54,0.748818
119.55,0.74883
119.56,0.748841
119.57,0.748853
119.58,0.748864
119.59,0.748875
119.6,0.748887
119.61,0.748898
119.62,0.74891
119.63,0.748921
119.64,0.748933
119.65,0.748944
119.66,0.748956
119.67,0.748967
119.68,0.748979
119.69,0.74899
119.7,0.749002
119.71,0.749013
119.72,0.749025
119.73,0.749036
119.74,0.749048
119.75,0.749059
119.76,0.749071
119.77,0.749082
119.78,0.749094
119.79,0.749105
119.8,0.749117
119.81,0.749128
119.82,0.74914
119.83,0.749151
119.84,0.749163
119.85,0.749174
119.86,0.749186
119.87,0.749197
119.88,0.749209
119.89,0.74922
119.9,0.749232
119.91,0.749243
119.92,0.749255
119.93,0.749267
119.94,0.749278
119.95,0.74929
119.96,0.749301
119.97,0.749313
119.98,0.749324
119.99,0.749336
120,0.749347
120.01,0.749359
120.02,0.749371
120.03,0.749382
120.04,0.749394
120.05,0.749405
120.06,0.749417
120.07,0.749428
120.08,0.74944
120.09,0.749451
120.1,0.749463
120.11,0.749475
120.12,0.749486
120.13,0.749498
120.14,0.749509
120.15,0.749521
120.16,0.749533
120.17,0.749544
120.18,0.749556
120.19,0.749567
120.2,0.749579
120.21,0.749591
120.22,0.749602
120.23,0.749614
120.24,0.749625
120.25,0.749637
120.26,0.749649
120.27,0.74966
120.28,0.749672
120.29,0.749683
120.3,0.749695
120.31,0.749707
120.32,0.749718
120.33,0.74973
120.34,0.749742
120.35,0.749753
120.36,0.749765
120.37,0.749776
120.38,0.749788
120.39,0.7498
120.4,0.749811
120.41,0.749823
120.42,0.749835
120.43,0.749846
120.44,0.749858
120.45,0.74987
120.46,0.749881
120.47,0.749893
120.48,0.749905
120.49,0.749916
120.5,0.749928
120.51,0.74994
120.52,0.749951
120.53,0.749963
120.54,0.749975
120.55,0.749986
120.56,0.749998
120.57,0.75001
120.58,0.750021
120.59,0.750033
120.6,0.750045
120.61,0.750056
120.62,0.750068
120.63,0.75008
120.64,0.750092
120.65,0.750103
120.66,0.750115
120.67,0.750127
120.68,0.750138
120.69,0.75015
120.7,0.750162
120.71,0.750174
120.72,0.750185
120.73,0.750197
120.74,0.750209
120.75,0.75022
120.76,0.750232
120.77,0.750244
120.78,0.750256
120.79,0.750267
120.8,0.750279
120.81,0.750291
120.82,0.750303
120.83,0.750314
120.84,0.750326
120.85,0.750338
120.86,0.75035
120.87,0.750361
120.88,0.750373
120.89,0.750385
120.9,0.750397
120.91,0.750408
120.92,0.75042
120.93,0.750432
120.94,0.750444
120.95,0.750455
120.96,0.750467
120.97,0.750479
120.98,0.750491
120.99,0.750503
121,0.750514
121.01,0.750526
121.02,0.750538
121.03,0.75055
121.04,0.750561
121.05,0.750573
121.06,0.750585
121.07,0.750597
121.08,0.750609
121.09,0.75062
121.1,0.750632
121.11,0.750644
121.12,0.750656
121.13,0.750668
121.14,0.750679
121.15,0.750691
121.16,0.750703
121.17,0.750715
121.18,0.750727
121.19,0.750739
121.2,0.75075
121.21,0.750762
121.22,0.750774
121.23,0.750786
121.24,0.750798
121.25,0.75081
121.26,0.750821
121.27,0.750833
121.28,0.750845
121.29,0.750857
121.3,0.750869
121.31,0.750881
121.32,0.750893
121.33,0.750904
121.34,0.750916
121.35,0.750928
121.36,0.75094
121.37,0.750952
121.38,0.750964
121.39,0.750976
121.4,0.750988
121.41,0.750999
121.42,0.751011
121.43,0.751023
121.44,0.751035
121.45,0.751047
121.46,0.751059
121.47,0.751071
121.48,0.751083
121.49,0.751094
121.5,0.751106
121.51,0.751118
121.52,0.75113
121.53,0.751142
121.54,0.751154
121.55,0.751166
121.56,0.751178
121.57,0.75119
121.58,0.751202
121.59,0.751214
121.6,0.751226
121.61,0.751237
121.62,0.751249
121.63,0.751261
121.64,0.751273
121.65,0.751285
121.66,0.751297
121.67,0.751309
121.68,0.751321
121.69,0.751333
121.7,0.751345
121.71,0.751357
121.72,0.751369
121.73,0.751381
121.74,0.751393
121.75,0.751405
121.76,0.751417
121.77,0.751429
121.78,0.751441
121.79,0.751453
121.8,0.751464
121.81,0.751476
121.82,0.751488
121.83,0.7515
121.84,0.751512
121.85,0.751524
121.86,0.751536
121.87,0.751548
121.88,0.75156
121.89,0.751572
121.9,0.751584
121.91,0.751596
121.92,0.751608
121.93,0.75162
121.94,0.751632
121.95,0.751644
121.96,0.751656
121.97,0.751668
121.98,0.75168
121.99,0.751692
122,0.751704
122.01,0.751716
122.02,0.751728
122.03,0.75174
122.04,0.751752
122.05,0.751765
122.06,0.751777
122.07,0.751789
122.08,0.751801
122.09,0.751813
122.1,0.751825
122.11,0.751837
122.12,0.751849
122.13,0.751861
122.14,0.751873
122.15,0.751885
122.16,0.751897
122.17,0.751909
122.18,0.751921
122.19,0.751933
122.2,0.751945
122.21,0.751957
122.22,0.751969
122.23,0.751981
122.24,0.751994
122.25,0.752006
122.26,0.752018
122.27,0.75203
122.28,0.752042
122.29,0.752054
122.3,0.752066
122.31,0.752078
122.32,0.75209
122.33,0.752102
122.34,0.752114
122.35,0.752127
122.36,0.752139
122.37,0.752151
122.38,0.752163
122.39,0.752175
122.4,0.752187
122.41,0.752199
122.42,0.752211
122.43,0.752223
122.44,0.752236
122.45,0.752248
122.46,0.75226
122.47,0.752272
122.48,0.752284
122.49,0.752296
122.5,0.752308
122.51,0.752321
122.52,0.752333
122.53,0.752345
122.54,0.752357
122.55,0.752369
122.56,0.752381
122.57,0.752393
122.58,0.752406
122.59,0.752418
122.6,0.75243
122.61,0.752442
122.62,0.752454
122.63,0.752466
122.64,0.752479
122.65,0.752491
122.66,0.752503
122.67,0.752515
122.68,0.752527
122.69,0.75254
122.7,0.752552
122.71,0.752564
122.72,0.752576
122.73,0.752588
122.74,0.7526
122.75,0.752613
122.76,0.752625
122.77,0.752637
122.78,0.752649
122.79,0.752662
122.8,0.752674
122.81,0.752686
122.82,0.752698
122.83,0.75271
122.84,0.752723
122.85,0.752735
122.86,0.752747
122.87,0.752759
122.88,0.752772
122.89,0.752784
122.9,0.752796
122.91,0.752808
122.92,0.75282
122.93,0.752833
122.94,0.752845
122.95,0.752857
122.96,0.752869
122.97,0.752882
122.98,0.752894
122.99,0.752906
123,0.752919
123.01,0.752931
123.02,0.752943
123.03,0.752955
123.04,0.752968
123.05,0.75298
123.06,0.752992
123.07,0.753004
123.08,0.753017
123.09,0.753029
123.1,0.753041
123.11,0.753054
123.12,0.753066
123.13,0.753078
123.14,0.75309
123.15,0.753103
123.16,0.753115
123.17,0.753127
123.18,0.75314
123.19,0.753152
123.2,0.753164
123.21,0.753177
123.22,0.753189
123.23,0.753201
123.24,0.753214
123.25,0.753226
123.26,0.753238
123.27,0.753251
123.28,0.753263
123.29,0.753275
123.3,0.753288
123.31,0.7533
123.32,0.753312
123.33,0.753325
123.34,0.753337
123.35,0.753349
123.36,0.753362
123.37,0.753374
123.38,0.753386
123.39,0.753399
123.4,0.753411
123.41,0.753423
123.42,0.753436
123.43,0.753448
123.44,0.753461
123.45,0.753473
123.46,0.753485
123.47,0.753498
123.48,0.75351
123.49,0.753522
123.5,0.753535
123.51,0.753547
123.52,0.75356
123.53,0.753572
123.54,0.753584
123.55,0.753597
123.56,0.753609
123.57,0.753622
123.58,0.753634
123.59,0.753646
123.6,0.753659
123.61,0.753671
123.62,0.753684
123.63,0.753696
123.64,0.753709
123.65,0.753721
123.66,0.753733
123.67,0.753746
123.68,0.753758
123.69,0.753771
123.7,0.753783
123.71,0.753796
123.72,0.753808
123.73,0.75382
123.74,0.753833
123.75,0.753845
123.76,0.753858
123.77,0.75387
123.78,0.753883
123.79,0.753895
123.8,0.753908
123.81,0.75392
123.82,0.753933
123.83,0.753945
123.84,0.753958
123.85,0.75397
123.86,0.753982
123.87,0.753995
123.88,0.754007
123.89,0.75402
123.9,0.754032
123.91,0.754045
123.92,0.754057
123.93,0.75407
123.94,0.754082
123.95,0.754095
123.96,0.754107
123.97,0.75412
123.98,0.754132
123.99,0.754145
124,0.754157
124.01,0.75417
124.02,0.754182
124.03,0.754195
124.04,0.754208
124.05,0.75422
124.06,0.754233
124.07,0.754245
124.08,0.754258
124.09,0.75427
124.1,0.754283
124.11,0.754295
124.12,0.754308
124.13,0.75432
124.14,0.754333
124.15,0.754345
124.16,0.754358
124.17,0.754371
124.18,0.754383
124.19,0.754396
124.2,0.754408
124.21,0.754421
124.22,0.754433
124.23,0.754446
124.24,0.754459
124.25,0.754471
124.26,0.754484
124.27,0.754496
124.28,0.754509
124.29,0.754521
124.3,0.754534
124.31,0.754547
124.32,0.754559
124.33,0.754572
124.34,0.754584
124.35,0.754597
124.36,0.75461
124.37,0.754622
124.38,0.754635
124.39,0.754648
124.4,0.75466
124.41,0.754673
124.42,0.754685
124.43,0.754698
124.44,0.754711
124.45,0.754723
124.46,0.754736
124.47,0.754749
124.48,0.754761
124.49,0.754774
124.5,0.754786
124.51,0.754799
124.52,0.754812
124.53,0.754824
124.54,0.754837
124.55,0.75485
124.56,0.754862
124.57,0.754875
124.58,0.754888
124.59,0.7549
124.6,0.754913
124.61,0.754926
124.62,0.754938
124.63,0.754951
124.64,0.754964
124.65,0.754976
124.66,0.754989
124.67,0.755002
124.68,0.755015
124.69,0.755027
124.7,0.75504
124.71,0.755053
124.72,0.755065
124.73,0.755078
124.74,0.755091
124.75,0.755103
124.76,0.755116
124.77,0.755129
124.78,0.755142
124.79,0.755154
124.8,0.755167
124.81,0.75518
124.82,0.755192
124.83,0.755205
124.84,0.755218
124.85,0.755231
124.86,0.755243
124.87,0.755256
124.88,0.755269
124.89,0.755282
124.9,0.755294
124.91,0.755307
124.92,0.75532
124.93,0.755333
124.94,0.755345
124.95,0.755358
124.96,0.755371
124.97,0.755384
124.98,0.755396
124.99,0.755409
125,0.755422
125.01,0.755435
125.02,0.755448
125.03,0.75546
125.04,0.755473
125.05,0.755486
125.06,0.755499
125.07,0.755512
125.08,0.755524
125.09,0.755537
125.1,0.75555
125.11,0.755563
125.12,0.755576
125.13,0.755588
125.14,0.755601
125.15,0.755614
125.16,0.755627
125.17,0.75564
125.18,0.755652
125.19,0.755665
125.2,0.755678
125.21,0.755691
125.22,0.755704
125.23,0.755717
125.24,0.755729
125.25,0.755742
125.26,0.755755
125.27,0.755768
125.28,0.755781
125.29,0.755794
125.3,0.755807
125.31,0.755819
125.32,0.755832
125.33,0.755845
125.34,0.755858
125.35,0.755871
125.36,0.755884
125.37,0.755897
125.38,0.75591
125.39,0.755922
125.4,0.755935
125.41,0.755948
125.42,0.755961
125.43,0.755974
125.44,0.755987
125.45,0.756
125.46,0.756013
125.47,0.756026
125.48,0.756038
125.49,0.756051
125.5,0.756064
125.51,0.756077
125.52,0.75609
125.53,0.756103
125.54,0.756116
125.55,0.756129
125.56,0.756142
125.57,0.756155
125.58,0.756168
125.59,0.756181
125.6,0.756193
125.61,0.756206
125.62,0.756219
125.63,0.756232
125.64,0.756245
125.65,0.756258
125.66,0.756271
125.67,0.756284
125.68,0.756297
125.69,0.75631
125.7,0.756323
125.71,0.756336
125.72,0.756349
125.73,0.756362
125.74,0.756375
125.75,0.756388
125.76,0.756401
125.77,0.756414
125.78,0.756427
125.79,0.75644
125.8,0.756453
125.81,0.756466
125.82,0.756479
125.83,0.756492
125.84,0.756505
125.85,0.756518
125.86,0.756531
125.87,0.756544
125.88,0.756557
125.89,0.75657
125.9,0.756583
125.91,0.756596
125.92,0.756609
125.93,0.756622
125.94,0.756635
125.95,0.756648
125.96,0.756661
125.97,0.756674
125.98,0.756687
125.99,0.7567
126,0.756713
126.01,0.756726
126.02,0.756739
126.03,0.756752
126.04,0.756765
126.05,0.756778
126.06,0.756792
126.07,0.756805
126.08,0.756818
126.09,0.756831
126.1,0.756844
126.11,0.756857
126.12,0.75687
126.13,0.756883
126.14,0.756896
126.15,0.756909
126.16,0.756922
126.17,0.756935
126.18,0.756948
126.19,0.756962
126.2,0.756975
126.21,0.756988
126.22,0.757001
126.23,0.757014
126.24,0.757027
126.25,0.75704
126.26,0.757053
126.27,0.757066
126.28,0.75708
126.29,0.757093
126.3,0.757106
126.31,0.757119
126.32,0.757132
126.33,0.757145
126.34,0.757158
126.35,0.757172
126.36,0.757185
126.37,0.757198
126.38,0.757211
126.39,0.757224
126.4,0.757237
126.41,0.75725
126.42,0.757264
126.43,0.757277
126.44,0.75729
126.45,0.757303
126.46,0.757316
126.47,0.757329
126.48,0.757343
126.49,0.757356
126.5,0.757369
126.51,0.757382
126.52,0.757395
126.53,0.757409
126.54,0.757422
126.55,0.757435
126.56,0.757448
126.57,0.757461
126.58,0.757475
126.59,0.757488
126.6,0.757501
126.61,0.757514
126.62,0.757527
126.63,0.757541
126.64,0.757554
126.65,0.757567
126.66,0.75758
126.67,0.757594
126.68,0.757607
126.69,0.75762
126.7,0.757633
126.71,0.757647
126.72,0.75766
126.73,0.757673
126.74,0.757686
126.75,0.7577
126.76,0.757713
126.77,0.757726
126.78,0.757739
126.79,0.757753
126.8,0.757766
126.81,0.757779
126.82,0.757792
126.83,0.757806
126.84,0.757819
126.85,0.757832
126.86,0.757845
126.87,0.757859
126.88,0.757872
126.89,0.757885
126.9,0.757899
126.91,0.757912
126.92,0.757925
126.93,0.757939
126.94,0.757952
126.95,0.757965
126.96,0.757978
126.97,0.757992
126.98,0.758005
126.99,0.758018
127,0.758032
127.01,0.758045
127.02,0.758058
127.03,0.758072
127.04,0.758085
127.05,0.758098
127.06,0.758112
127.07,0.758125
127.08,0.758138
127.09,0.758152
127.1,0.758165
127.11,0.758179
127.12,0.758192
127.13,0.758205
127.14,0.758219
127.15,0.758232
127.16,0.758245
127.17,0.758259
127.18,0.758272
127.19,0.758285
127.2,0.758299
127.21,0.758312
127.22,0.758326
127.23,0.758339
127.24,0.758352
127.25,0.758366
127.26,0.758379
127.27,0.758393
127.28,0.758406
127.29,0.758419
127.3,0.758433
127.31,0.758446
127.32,0.75846
127.33,0.758473
127.34,0.758487
127.35,0.7585
127.36,0.758513
127.37,0.758527
127.38,0.75854
127.39,0.758554
127.4,0.758567
127.41,0.758581
127.42,0.758594
127.43,0.758607
127.44,0.758621
127.45,0.758634
127.46,0.758648
127.47,0.758661
127.48,0.758675
127.49,0.758688
127.5,0.758702
127.51,0.758715
127.52,0.758729
127.53,0.758742
127.54,0.758756
127.55,0.758769
127.56,0.758783
127.57,0.758796
127.58,0.758809
127.59,0.758823
127.6,0.758836
127.61,0.75885
127.62,0.758863
127.63,0.758877
127.64,0.75889
127.65,0.758904
127.66,0.758918
127.67,0.758931
127.68,0.758945
127.69,0.758958
127.7,0.758972
127.71,0.758985
127.72,0.758999
127.73,0.759012
127.74,0.759026
127.75,0.759039
127.76,0.759053
127.77,0.759066
127.78,0.75908
127.79,0.759093
127.8,0.759107
127.81,0.759121
127.82,0.759134
127.83,0.759148
127.84,0.759161
127.85,0.759175
127.86,0.759188
127.87,0.759202
127.88,0.759216
127.89,0.759229
127.9,0.759243
127.91,0.759256
127.92,0.75927
127.93,0.759283
127.94,0.759297
127.95,0.759311
127.96,0.759324
127.97,0.759338
127.98,0.759352
127.99,0.759365
128,0.759379
128.01,0.759392
128.02,0.759406
128.03,0.75942
128.04,0.759433
128.05,0.759447
128.06,0.75946
128.07,0.759474
128.08,0.759488
128.09,0.759501
128.1,0.759515
128.11,0.759529
128.12,0.759542
128.13,0.759556
128.14,0.75957
128.15,0.759583
128.16,0.759597
128.17,0.759611
128.18,0.759624
128.19,0.759638
128.2,0.759652
128.21,0.759665
128.22,0.759679
128.23,0.759693
128.24,0.759706
128.25,0.75972
128.26,0.759734
128.27,0.759747
128.28,0.759761
128.29,0.759775
128.3,0.759788
128.31,0.759802
128.32,0.759816
128.33,0.75983
128.34,0.759843
128.35,0.759857
128.36,0.759871
128.37,0.759884
128.38,0.759898
128.39,0.759912
128.4,0.759926
128.41,0.759939
128.42,0.759953
128.43,0.759967
128.44,0.759981
128.45,0.759994
128.46,0.760008
128.47,0.760022
128.48,0.760036
128.49,0.760049
128.5,0.760063
128.51,0.760077
128.52,0.760091
128.53,0.760104
128.54,0.760118
128.55,0.760132
128.56,0.760146
128.57,0.76016
128.58,0.760173
128.59,0.760187
128.6,0.760201
128.61,0.760215
128.62,0.760229
128.63,0.760242
128.64,0.760256
128.65,0.76027
128.66,0.760284
128.67,0.760298
128.68,0.760311
128.69,0.760325
128.7,0.760339
128.71,0.760353
128.72,0.760367
128.73,0.76038
128.74,0.760394
128.75,0.760408
128.76,0.760422
128.77,0.760436
128.78,0.76045
128.79,0.760464
128.8,0.760477
128.81,0.760491
128.82,0.760505
128.83,0.760519
128.84,0.760533
128.85,0.760547
128.86,0.760561
128.87,0.760574
128.88,0.760588
128.89,0.760602
128.9,0.760616
128.91,0.76063
128.92,0.760644
128.93,0.760658
128.94,0.760672
128.95,0.760685
128.96,0.760699
128.97,0.760713
128.98,0.760727
128.99,0.760741
129,0.760755
129.01,0.760769
129.02,0.760783
129.03,0.760797
129.04,0.760811
129.05,0.760825
129.06,0.760839
129.07,0.760852
129.08,0.760866
129.09,0.76088
